ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,Solicitação
2127,2020-01-31,1100002127,12345672127,Paula,"RELATÓRIO MÉDICO PARA SOLICITAÇÃO DE TRATAMENTO  	Paciente com diagnóstico de CDI mama E  (CID C50.9). pT1c (11mm) pN0 (BLS) M0. Luminal B (RE 95% RP 5% HER2 escore 2+ Ki67 30%); grau 3. Diagnóstico em 11/08/2022. Atualmente em uso de anastrozol 1 mg/dia com intuito adjuvante. Apresenta osteopenia em densitometria. Solicito ácido zoledrônico 4 mg EV cada 6 meses, com intuito adjuvante, por 3 anos (6 doses).   HISTÓRICO ONCOLÓGICO: Abril/2021 - MMG screening: Birads 0 Junho/2021 - MMG com alterações suspeitas -> 29/06/2021 - Bx: SED. Janeiro/2022 - MMG com Birads 4 -> 01/04/2022 - Bx: CDI Agosto/2022 - Quadrantectomia + BLS Out/22 a Fev/23 - TC x6 Abril/23 - Anastrozol adjuvante Maio/23 - RDT adjuvante - COC (4240 cGy em mama e boost de 795 cGy em 19 sessões)  EXAMES COMPLEMENTARES: 11/08/2022 - Quadrantectomia + BLS: CDI grau 3, mede 1,1 x 0,8 cm, ca in situ extenso, margem caudal comprometida por ca in situ, 0/2 linfonodos. 18/08/2022 - IHQ: RE 95% RP 5% HER2 escore 2+ Ki67 30% 02/09/2022 - Expansão margem: Ca in situ, grau 3, medindo 0,3 cm 22/09/2022 - FISH: Não amplificado. 11/12/2023 - DMO: Osteopenia (-1,6DP colo femur) Atenciosamente, ",TC
2132,2020-01-28,1100002132,12345672132,Rafael,SOLICITAÇÃO DE EXAME CID10: C06.2 SOLICITO: 1. TC de face com contraste - 41001036 2. TC de pescoço com contraste - 41001060 3. TC de tórax com contraste - 41001079 JUSTIFICATIVA: Paciente com diagnóstico recente de CCE de região retromolar à direita. ,TC
2135,2020-03-21,1100002135,12345672135,Camila,"PACIENTE REFERE LOMBALGIA COM IRRADIAÇÃO PARA FIE HA 1 HORA, ASSOCIADA A NAUSEAS NEGA ALTERAÇÃO DE HABITO URINARIO SOLICITO TC ABDOME ",TC
2142,2020-04-13,1100002142,12345672142,José,SOLICITO TIPAGEM SANGUÍNEA ABO/RH COOMBS INDIRETO HEMOGRAMA GLICEMIA JEJUM TSH/T4 LIVRE  25-OH-VITAMINA D TOXOPLASMOSE IGM/IGG CITOMEGALOVÍRUS IGM/IGG RUBEOLA IGM/IGG HIV 1/2 VDRL / FTA ABS HBSAG / ANTI-HBS ANTI-HCV URINA TIPO 1 UROCULTURA  ,HEMOGRAMA
2150,2020-08-21,1100002150,12345672150,Fernando,Solicito: - RX tibia D 2p Hd: Controle de fratura CID: S82 ,RX
2156,2020-04-10,1100002156,12345672156,Rodrigo,hemograma u cr tgo tgp falc vit d  ,hemograma
2157,2020-07-19,1100002157,12345672157,Tatiana,"Solicito Hemograma ¿ 40304361 Ureia ¿ 40302580 Creatinina ¿ 40301630 Provas de função hepática ¿ 40312151 Ácido Urico - 40301150 Fator Reumatoide ¿ 40306860 FAN ¿ 40306852       Proteína C reativa ¿ 40308391 Anti ¿ RO ¿ 40306119      Anti ¿ LA - 40306089 TSH ¿ 40316521      T4l ¿ 40316548 Cálcio total ¿ 40301400      Vitamina 'D' 25 HIDROXI, pesquisa e/ou dosagem - 40302830 Vitamina b12 ¿ 40316572 CK - 40301648 Hemoglobia glicada ¿ 40302733 Colesterol total - pesquisa e/ou dosagem - 40301605      LDL -40301591      Triglicerideos - 40302547 CID M25.5 ",Hemograma
2159,2020-02-25,1100002159,12345672159,Isabela, SOLICITO DOPPLER VENOSO MIE ( 40901483 ) DOR E EDEMA A ESCLARECER ,DOPPLER
2161,2020-04-14,1100002161,12345672161,Maria,			SOLICITO 	HEMOGRAMA 	COAGULGRAMA 	GLICEMIA 	CREATININA ,HEMOGRAMA
2163,2020-02-14,1100002163,12345672163,Ana,SOLICITO: ULTRASSONOGRAFIA DE ABDOME TOTAL - TUSS 40901122 ULTRASSONOGRAFIA DE PAREDE ABDOMINAL - TUSS 40901211 DOR ABDOMINAL A/E R104 GRATO. ,ULTRASSONOGRAFIA
2166,2020-09-28,1100002166,12345672166,Carlos,"Solicito Hemograma ¿ 40304361 Ureia ¿ 40302580 Creatinina ¿ 40301630 Provas de função hepática ¿ 40312151        Ácido Urico - 40301150 Proteína C reativa ¿ 40308391       VHS ¿ 40304370 TSH ¿ 40316521 T4l ¿ 40316548       Ferritina ¿ 40316270 Cálcio total ¿ 40301400 Vitamina 'D' 25 HIDROXI, pesquisa e/ou dosagem - 40302830 Rotina de urina 1 ¿ 40311210 Vitamina b12 ¿ 40316572 CK - 40301648 Hemoglobia glicada ¿ 40302733 Colesterol total - pesquisa e/ou dosagem - 40301605      LDL -40301591      Triglicerideos - 40302547 CID M25.5 ",Hemograma
2170,2020-07-31,1100002170,12345672170,Fernando,"SOLICITO TC DE ABDOMEN TOTAL, HD: ABDOMEN AGUDO ",TC
2172,2020-07-06,1100002172,12345672172,Rafael,SOLICITO RX DO PE D AP + O  RX DO TORNOZELO D AP + P  ,RX
2183,2020-11-13,1100002183,12345672183,Ana,SOLICITO URGENTE: EXAMES GERAIS ..........  HEMOGRAMA COMPLETO NS1 OU SOROLOGIA PARA DENGUE COLHER EM 12/04/2024 CID-10: R53 ,HEMOGRAMA
2185,2020-09-04,1100002185,12345672185,Mariana,AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO  CID A90 TUSS 40304361 GRATA ,HEMOGRAMA
2186,2020-12-27,1100002186,12345672186,Carlos,Solicito RX mao e punho esquerdo para idade óssea - com laudo ,RX
2187,2020-12-28,1100002187,12345672187,Paula,SOLICITO HEMOGRAMA GLICEMIA JEJUM HEMOGLOBINA GLICADA TSH / T4 LIVRE COLESTEROL TOTAL E FRAÇÕES TRIGLICERÍDEOS TGO / TGP CREATININA / UREIA 25-OH-VITAMINA D HD: ROTINA  ,HEMOGRAMA
2191,2020-12-05,1100002191,12345672191,Cristina,SOLICITO HEMOGRAMA GLICEMIA JEJUM HEMOGLOBINA GLICADA TSH / T4 LIVRE COLESTEROL TOTAL E FRAÇÕES TRIGLICERÍDEOS TESTOSTERONA TOTAL TESTOSTERONA LIVRE ANDROSTENEDIONA  HIV 1/2 / VDRL HBSAG / ANTI-HCV ,HEMOGRAMA
2196,2020-06-29,1100002196,12345672196,Rodrigo,PACIENTE COM DOR LOMBAR A DIREITA COM IRRADIAÇÃO PARA FLD HD: URETEROLITIASE CD: SOLICITO TC DE ABDOME ,TC
2199,2020-09-29,1100002199,12345672199,Isabela,"SOLICITAÇÃO DE EXAMES: - Solicito hemograma para seguimento de dengue, a ser realizado em 08/03 HD: Dengue ",hemograma
2208,2020-07-08,1100002208,12345672208,Lucas,"SOLICITO TOMOGRAFIA COMPUTADORIZADA DE SEIOS DA FACE PARA PACIENTE ACIMA COM HISTORIA DE OBSTRUÇÃO ANSAL, RINORREIA E CEFALEIA RECORRENTE, JA FEZ USO DE 3 ANTIBIOTICOS SEM MELHORA DA SECREÇÃO POSTERIOR , TOSSE SECA E CEFALEIA AO EXAME COM VOS ANASALADA , RINOSCPIA COM HIP CCII 3+,4+ EM USO DE SF NASAL E AMOME SEM MELHORA CID J32 ",TOMOGRAFIA COMPUTADORIZADA
2213,2020-10-20,1100002213,12345672213,Patrícia,"PACIENTE REFERE TOSSE PRODUTIVA, FADIGA, MAL ESTAR HA 16 DIAS NEGA FEBRE AFERIDA E DEMAIS SINTOMAS SOLICITO RX TORAX ",RX
2215,2020-02-21,1100002215,12345672215,Camila,"Solicito Hemograma completo Desidrogenase lactica Ureia, creatinina, AST, ALT, bilirrubinas Relação proteina/creatinina urinária (amostra isolada) CID: Z35 ",Hemograma
2217,2020-01-28,1100002217,12345672217,Tatiana,Á RESSONANCIA MAGNETICA  SOLICITO AO PACIENTE ACIMA COM DOR NO PÉ DIREITO                                                     RNM PÉ DIREITO  ,RESSONANCIA MAGNETICA
2218,2020-05-10,1100002218,12345672218,Gustavo,SOLICITO PARA PACIENTE ACIMA: .......... rx do pe esq ap + o  ,rx
2221,2020-08-16,1100002221,12345672221,Maria,"Solicito Hemograma ¿ 40304361 Ureia ¿ 40302580 Creatinina ¿ 40301630 Provas de função hepática ¿ 40312151 Ácido Urico - 40301150      Proteína C reativa ¿ 40308391 TSH ¿ 40316521 T4l ¿ 40316548 Ferritina ¿ 40316270       FERRO SÉRICO ¿ 40301842 Cálcio total ¿ 40301400       Vitamina 'D' 25 HIDROXI, pesquisa e/ou dosagem - 40302830 Vitamina b12 ¿ 40316572      CK - 40301648 CID M25.5 ",Hemograma
2226,2020-06-27,1100002226,12345672226,Carlos,SOLICITO PARA COLETAR EM 6/24 HEMOGRAMA SODIO POTASSIO UREIA CREATININA TGO TGP FOSFATASE ALCALINA GGT BILIRRUBINA TOTAL + FRACOES ALBUMINA COAGULOGRAMA CK VIT B12 VIT D CALCIO ACIDO FOLICO COLESTEROL TOTAL + FRACOES TRIGLICERIDES PCR VHS CALPROTECTINA FECAL HD: cid 10 k50 ,HEMOGRAMA
2227,2020-10-16,1100002227,12345672227,Paula,SOLICITO RX DO PE ESQ AP + O  ,RX
2230,2020-03-20,1100002230,12345672230,Fernando,"SOLICITO: 	NS1 	HEMOGRAMA SUSPEITA: CID A90 SE PLANO NÃO AUTORIZAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA E AGENDAR CONSULTA ONLINE PARA SOLICITAREM O EXAME ",HEMOGRAMA
2231,2020-10-27,1100002231,12345672231,Cristina,"SOLICITO : RESSONANCIA MAGNÉTICA DE COLUNA CERVICAL                      HD;   M54,2  ",RESSONANCIA MAGNÉTICA
2236,2020-11-28,1100002236,12345672236,Rodrigo,solicitação de exame  1- hemograma completo  ,hemograma
2237,2020-04-14,1100002237,12345672237,Tatiana,"SOLICITO RX DE TORAX 2P, HD: PAC - TRIAGEM INFECCIOSA ",RX
2238,2020-09-11,1100002238,12345672238,Gustavo,SOLICITO - NS1 DENGUE - HEMOGRAMA COMPLETO CID: A90 GRATA ,HEMOGRAMA
2239,2020-02-24,1100002239,12345672239,Isabela,SOLICITO EXAMES:                                                    CID 10: Z 30.2 HEMOGRAMA COMPLETO COAGULOGRAMA NA K URÉIA CREATININA TGO / TGP / FA / GGT COLESTEROL TOTAL E FRAÇÕES / TRIGLICÉRIDES GLICEMIA DE JEJUM / HB GLICOSILADA (HBA1C) FSH / LH TSH / T4 LIVRE PROLACTINA URINA 1 / UROCULTURA COM ATB VITAMINA D  VITAMINA B12 SOROLOGIA HEPATITE B (HBSAG / HBEAG / ANTI-HBS / ANTI-HBC IGG E IGM / ANTI-HBE) SOROLOGIA HEPATITE C HIV VDRL CA 125 / CA 19.9 / CEA BHCG QUANTITATIVO DESDE JÁ GRATO PELA ATENÇÃO ,HEMOGRAMA
2242,2020-04-12,1100002242,12345672242,José,RX DE CLAVICULA ESQUERDA 2P RX DE OMBRO ESQUERDO 2P CID S420 ,RX
2243,2020-09-05,1100002243,12345672243,Ana,Á RESSONANCIA MAGNETICA  SOLICITO Á PACIENTE ACIMA COM DORES NO JOELHOS                                                                  RNM JOELHO DIREITO                                                                  RNM JOELHO ESQUERDO  ,RESSONANCIA MAGNETICA
2251,2020-04-28,1100002251,12345672251,Cristina, Solicito exame de Ressonancia magnetica do quadril esquerdo quadro d esd impacto anterior com dor adutores  M192 ,Ressonancia magnetica
2256,2020-01-05,1100002256,12345672256,Rodrigo,REFERE TRAUMA EM PE DIREITO HA 7 DIAS RELATA DOR LOCAL SOLICITO RX PE DIREITO ,RX
2260,2020-01-18,1100002260,12345672260,João,AO PS  SOLICITO COLETA DE HEMOGRAMA COMPLETO PARA SEGUIMENTO DE DENGUE  GRATA.  ,HEMOGRAMA
2263,2020-02-09,1100002263,12345672263,Ana,Solicito: TC de pescoço  Indicação: avaliação de tireoide CID 10: D35 Código TUSS: 41001060 ,TC
2265,2020-10-23,1100002265,12345672265,Mariana,SOLICITO ..........  HEMOGRAMA ,HEMOGRAMA
2266,2020-08-18,1100002266,12345672266,Carlos,"ULTRASSONOGRAFIA OBSTÉTRICA COM DOPPLERFLUXOMETRIA Exame realizado por via abdominal. Gestação tópica, com feto único, com batimentos cardíacos rítmicos (BCF 133 bpm) e movimentação ativa. Durante o exame, esteve em situação longitudinal, apresentação cefálica com dorso à esquerda da linha média. Cordão umbilical com inserção central na placenta e constituído de 3 vasos.  Placenta anterior, sem atingir o segmento inferior do útero. Apresenta ecotextura heterogênea e grau de maturidade II de Grannum.  Líquido amniótico em quantidade normal. ILA (índice de líquido amniótico): 87 mm (normal de 80 a 180 mm) Biometria fetal: - Diâmetro biparietal:					           91 mm - Circunferência cefálica:				           334 mm - Circunferência abdominal:				           320 mm - Comprimento do fêmur:				           68 mm - Peso fetal estimado:		         	               2869 gramas +/- 15%. DOPPLERVELOCIMETRIA : Artéria umbilical: 	- índice de pulsatilidade (IP): 0,57 (normal de 0,50 a 1,15 para a idade gestacional) - índice de resistência (IR): 0,44 (normal de 0,42 a 0,71 para a idade gestacional) - relação A/B: 1,80 (normal de 1,40 a 3,31 para a idade gestacional) Impressão diagnóstica: - Gestação tópica, única, com feto vivo idade gestacional estimada em 36 semanas e 4 dias. - Dopplerfluxometria com valores normais para a idade gestacional. - Líquido amniótico de volume normal. ",ULTRASSONOGRAFIA
2268,2020-06-18,1100002268,12345672268,Lucas,  SOLICITO - HEMOGRAMA COMPLETO - SOROLOGIA PARA DENGUE IGG E IGM COLETAR EM 21/03 ,HEMOGRAMA
2269,2020-10-23,1100002269,12345672269,Juliana,Solicito: 1. Hemograma completo - controle de Plaquetas - Dengue 				coletar dia 19/03/2024 ,Hemograma
2271,2020-09-18,1100002271,12345672271,Cristina,HEMOGRAMA ; NA ; K ; GLICEMIA ; HEMOGLOBINA GLICADA ; CREATININA ; COLESTEROL TOTAL E FRAÇÕES ; AC URICO ; TSH ; TGO ; TGP ; GGT ; VIT D ; PCR ; FERRITINA ; CORTIZOL  ,HEMOGRAMA
2272,2020-04-19,1100002272,12345672272,Rafael,  SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 15/04   ,HEMOGRAMA
2273,2020-10-06,1100002273,12345672273,Patrícia,SOLICITO PARA PACIENTE ACIMA: ULTRASSONOGRAFIA DAS MÃOS JUSTIFICATIVA: TENOSSINOVITE DE FLEXORES DOS POLEGARES CID 10: M653 ,ULTRASSONOGRAFIA
2274,2020-09-03,1100002274,12345672274,Vinícius,SOLICITO RX DE COLUNA DORSAL E LOMBAR AP E PERFIL ,RX
2276,2020-07-13,1100002276,12345672276,Rodrigo,RETORNO AMBULATORIAL SOLICITO PARA PACIENTE ACIMA: RX PUNHO ESQUERDO - AP E PERFIL (SEM IMOBILIZAÇÃO) CID 10: S526 / Z988 ,RX
2281,2020-09-28,1100002281,12345672281,Maria,SOLICITO: - RX tórax PA e perfil ,RX
2282,2020-12-28,1100002282,12345672282,José,SOLICITO RX DE TORAX PARA PACIENTE COM QUEIXA DE FEBRE E TOSSE SECRETIVA  CID J22 (TASY NAO ESTAO LIBERANDO) ,RX
2284,2020-03-27,1100002284,12345672284,Pedro,AO LABORATÓRIO Solicito colher HEMOGRAMA COMPLETO para seguimento e controle da Dengue. Colher às 6-7 horas do dia 25/03/2024.  Grata ,HEMOGRAMA
2287,2020-10-23,1100002287,12345672287,Paula,"AO CONVENIO  SOLICITO HEMOGRAMA PARA PACIENTE ACIMA, COM QUADRO DE DENGUE, PARA ACOMPANHAMENTO  CID A90 GRATA   ",HEMOGRAMA
2289,2020-04-07,1100002289,12345672289,Juliana,"SOLICITO: HEMOGRAMA (40304361), SÓDIO (40302423), POTASSIO (40302318), UREIA (40302580), CREATININA (40301630), COAGULOGRAMA (40304922) FERRO, FERRITINA, VITAMINA D, VITAMINA B12, TSH, T4 LIVRE, COLESTEROL TOTAL E FRAÇOES, TRIGLICÉRIDES, CALCIO, MAGNÉSIO, TGO, TGP, BILIRRUBINAS TOTAL E FRAÇOES, FOSFATASE ALCALINA, GAMA-GT, PROTEINAS TOTAIS E FRAÇOES, HEMOGLOBINA GLICADA, GLICEMIA DE JEJUM, INSULINA, ACIDO ÚRICO, HOMOCISTEÍNA, ÁCIDO FÓLICO ROTINA, PRÉ-OPERATÓRIO E669 ",HEMOGRAMA
2292,2020-02-22,1100002292,12345672292,Rafael,hemograma  u  cr  tgo  tgp  falc  bt e frações  ca 15.3 ,hemograma
2293,2020-10-01,1100002293,12345672293,Patrícia,SOLICITO RX DE TORAX AP E PERFIL ,RX
2296,2020-12-08,1100002296,12345672296,Rodrigo,"SOLICITO EXAMES  HMG COLESTEROL TT E FRACOES TGO. TGP, GGT ,FA  GLICEMIA HD ONICOMICOSE ",HMG
2297,2020-02-29,1100002297,12345672297,Tatiana,RETORNO AMBULATORIAL SOLICITO PARA PACIENTE ACIMA: RX 5º DEDO DA MÃO DIREITA - AP E PERFIL (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE PÓS OP CID 10: S626 / Z988 ,RX
2298,2020-10-05,1100002298,12345672298,Gustavo,Solicito: Hemograma completo- coletar no dia 12/04 Acompanhamento de Dengue  ,Hemograma
2302,2020-12-17,1100002302,12345672302,José,SOLICITO EXAMES Hemograma Uréia Creatinina TGO TGP GGT Fosfatase Alcalina BT e frações Glicemia jejum Colesterol Total e frações Triglicérides CPK ,Hemograma
2305,2020-05-13,1100002305,12345672305,Mariana,SOLICITO PARA COLETA DIA 04/03/24 	HEMOGRAMA DIAGNOSTICO: CID A90 ,HEMOGRAMA
2306,2020-12-17,1100002306,12345672306,Carlos,Solicito 1. Hemograma completo 2. TGO 3. TGP **** OBS=> COLETAR EXAMES EM 13 de março de 2024  ,Hemograma
2308,2020-06-13,1100002308,12345672308,Lucas,"SOLICITO, PARA COMPLEMENTAÇÃO DIAGNÓSTICA E CONDUTA ADEQUADA, TOMOGRAFIA COMPUTADORIZADA DE MANDÍBULA  PACIENTE APRESENTA DOR E AUMENTO DE VOLUME EM REGIÃO SUBLINGUAL ESQUERDA CID D 117 CÓD 41001273 GRATA ",TOMOGRAFIA COMPUTADORIZADA
2311,2020-12-10,1100002311,12345672311,Cristina,Solicitação de exame controle  1- hemograma completo  coleta na segunda feira  ,hemograma
2315,2020-12-22,1100002315,12345672315,Camila,SOLICITO - HEMOGRAMA COMPLETO - URGENTE! COLETAR EM 04/04   ,HEMOGRAMA
2317,2020-09-05,1100002317,12345672317,Tatiana,PACIENTE REFERE COLICA NEFRETICA A DIREITA HA 5 DIAS SOLICITO TC ABDOME ,TC
2319,2020-04-15,1100002319,12345672319,Isabela,"SOLICITO RX DE TORAX 2P, ESTERTORES EM BASES NA AUSCULTA ",RX
2320,2020-03-22,1100002320,12345672320,João,rx do braço 2p cid s422 ,rx
2321,2020-09-12,1100002321,12345672321,Maria,AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO CID A90  TUSS 40304361 GRATA  ,HEMOGRAMA
2322,2020-10-01,1100002322,12345672322,José, HD  LESÃO MENISCAL MEDIAL JOELHO DIREITO (M232) CD   RESSONANCIA MAGNETICA JOELHO DIREITO 41101316. ,RESSONANCIA MAGNETICA
2326,2020-11-07,1100002326,12345672326,Carlos,  SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 12/04   ,HEMOGRAMA
2327,2020-08-04,1100002327,12345672327,Paula,"SOLICITAÇÃO MEDICA SOLICITO RX TORAX 2P PARA PACIENTE ACIMA COM QUADRO DE PERDA DE APETITE, TOSSE, APRESENTANDO FEBRE NESTA SEMANA HD: PNEUMONIA ?? GRATA ",RX
2328,2020-09-16,1100002328,12345672328,Lucas,solicito ressonancia de ombro esquerdo cid m751 cod 41101316 ,ressonancia
2331,2020-07-02,1100002331,12345672331,Cristina,Rm de maos e punhos bilateral  Hd: Artropatia inflamatoria a/e  ,Rm
2333,2020-07-02,1100002333,12345672333,Patrícia,"SOLICITO RX DE TORAX 2P, DOR VENTILATORIO DEPENDENTE E AO REALIZAR ESFORÇO FISICO ",RX
2335,2020-11-05,1100002335,12345672335,Camila,Á RESSONANCIA MAGNETICA  SOLICITO Á PACIENTE ACIMA COM DOR NO JOELHO DIREITO                                                         RNM JOELHO DIREITO  ,RESSONANCIA MAGNETICA
2337,2020-12-11,1100002337,12345672337,Tatiana,Solicito  RX cotovelo D  AP + P  CID S52 ,RX
2338,2020-07-29,1100002338,12345672338,Gustavo,Solicito 1. Hemograma Completo 2. Creatinina / Ureia / Sódio / Potássio 3. Acido Urico / Fosforo / Calcio / LDH ,Hemograma
2343,2020-12-28,1100002343,12345672343,Ana,SOLICITO: - TOMOGRAFIA COMPUTADORIZADA DE CRANIO HD: CEFALEIA A/E ,TOMOGRAFIA COMPUTADORIZADA
2346,2020-01-08,1100002346,12345672346,Carlos, TOMOGRAFIA COMPUTADORIZADA OSSOS TEMPORAIS   ( 41001028) HD: OTITE MEDIA CRONICA ESQUERDA?  ,TOMOGRAFIA COMPUTADORIZADA
2348,2020-12-04,1100002348,12345672348,Lucas,  Solicito o seguinte exame: - Hemograma completo HD: Hemograma CID A90 ,Hemograma
2353,2020-12-04,1100002353,12345672353,Patrícia," SOLICITO HEMOGRAMA/ COLETA NO 5º DIA DE SINTOMAS ( QUARTA, 06/3) ",HEMOGRAMA
2358,2020-11-26,1100002358,12345672358,Gustavo,SOLICITO RX TORAX AP+P ,RX
2359,2020-10-16,1100002359,12345672359,Isabela,AO CONVÊNIO: SOLICITO PET CT - Paciente com Linfoma B difuso (cid c83) e em esquema de quimioterapia. Solicito PET CT ONCOLÓGICO Para avaliar resposta à quimioterapia. Resposta após o ciclo 3 de QT.  Realizar PET CT NA SEMANA DO DIA 22/02/24.  TUSS 40708128: Tc para pet dedicado oncológico. ,Tc
2360,2020-03-14,1100002360,12345672360,João,SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA TSH		T4 LIVRE GLICEMIA DE JEJUM	 HEMOGLOBINA GLICADA AST		ALT		BILIRRUBINAS FOSFATASE ALCALINA	GAMAGT URÉIA		CREATININA COLESTEROL TOTAL E FRAÇÕES TRIGLICÉRIDES VITAMINA B12 VITAMINA D PROLACTINA ,HEMOGRAMA
2362,2020-08-06,1100002362,12345672362,José,			SOLICITO 	RX  JOELHO ESQ		AP COM CARGA 					PERFIL 					AXIAL ,RX
2363,2020-06-27,1100002363,12345672363,Ana,Solicito US obstetrico com doppler fetal HD: Feto com desaceleração da velocidade de crescimento CID: Z35 ,doppler
2364,2020-04-25,1100002364,12345672364,Pedro,		SOLICITO 	HEMOGRAMA 	COAGULOGRAMA 	GLICEMIA 	CREATININA ,HEMOGRAMA
2365,2020-03-11,1100002365,12345672365,Mariana,"Por gentileza, solicito realização de : - TC de coluna cervical, sem contraste Grato ",TC
2368,2020-12-22,1100002368,12345672368,Lucas,Solicito US obstetrico com doppler fetal CID: Z35 ,doppler
2369,2020-04-14,1100002369,12345672369,Juliana," SOLICITO PARA PACIENTE ACIMA: RX PUNHO DIREITO AP + PERFIL COM FLEXÃO DO COTOVELO DE 23° + PERFIL SEM FLEXÃO DO COTOVELO (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO PÓS OPERATÓRIO DE RADIO DISTAL  CID 10: S525, Z988 ",RX
2371,2020-05-28,1100002371,12345672371,Cristina,SOLICITO  HMG  COLESTEROL TOTAL E FRAÇOES  TRIGLICERIDES  TGO  TGP  UR  CR  BETA HCG  ,HMG
2373,2020-11-19,1100002373,12345672373,Patrícia,Solicito: - Hemograma completo - TGO e TGP - Gama GT e fosfatase alcalina - Coagulograma completo - Creatinina e ureia ,Hemograma
2375,2020-10-13,1100002375,12345672375,Camila,SOlicito: 1- Ressonância Magnética de Sela Túrcica Hd: Macroprolactinoma ,Ressonância Magnética
2376,2020-03-13,1100002376,12345672376,Rodrigo,SOLICITO  RX DE PE DIREITO ,RX
2378,2020-12-30,1100002378,12345672378,Gustavo,"Por gentileza, sol realização de : - TC de crânio, sem contraste HD: - Cefaleia atipica A/E Grato ",TC
2379,2020-03-26,1100002379,12345672379,Isabela,SOLICITO HEMOGRAMA SODIO POTASSIO UREIA CREATININA TGO TGP FOSFATASE ALCALINA GGT BILIRRUBINA TOTAL + FRACOES ALBUMINA COAGULOGRAMA ACIDO FOLICO VIT B12 VIT D CK TRIGLICERIDES COLESTEROL TOTAL + FRACOES PCR VHS CALPROTECTINA FECAL HD: CROHN ,HEMOGRAMA
2381,2020-10-11,1100002381,12345672381,Maria,"SOLICITO HEMOGRAMA, UREIA, CREATININA, SODIO, POTASSIO, GLICEMIA, COAGULOGRAMA ",HEMOGRAMA
2382,2020-05-17,1100002382,12345672382,José,SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA TSH		T4 LIVRE GLICEMIA DE JEJUM	 HEMOGLOBINA GLICADA AST		ALT		BILIRRUBINAS FOSFATASE ALCALINA	GAMAGT URÉIA		CREATININA COLESTEROL TOTAL E FRAÇÕES TRIGLICÉRIDES VITAMINA B12 VITAMINA D ,HEMOGRAMA
2385,2020-10-24,1100002385,12345672385,Mariana,"SOLICITO RX DE SEIOS DA FACE, HD: SINUSOPATIA ",RX
2387,2020-11-24,1100002387,12345672387,Paula,SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 29/02 ,HEMOGRAMA
2388,2020-02-17,1100002388,12345672388,Lucas,SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA TSH		T4 LIVRE GLICEMIA DE JEJUM	 HEMOGLOBINA GLICADA AST		ALT		BILIRRUBINAS FOSFATASE ALCALINA	GAMAGT URÉIA		CREATININA COLESTEROL TOTAL E FRAÇÕES TRIGLICÉRIDES VITAMINA B12 VITAMINA D ,HEMOGRAMA
2392,2020-05-20,1100002392,12345672392,Rafael,solicito: hemograma vhs pcr fator reumatoide fan  anti ccp urina 1  urocultura  microalbuminuria isolada aslo acido urico  tgo  tgp  dhl  sorologias: ebv cmv toxoplasmose hiv antihcv vdrl  hbsag cid 10: m13.9 ,hemograma
2393,2020-01-28,1100002393,12345672393,Patrícia,Solicito US obstetrico + doppler fetal CID: z35 ,doppler
2397,2020-12-20,1100002397,12345672397,Tatiana,hemograma  u  creat  tgo  tgp  ca i  vit d  falc  ca 15.3   ,hemograma
2398,2020-07-11,1100002398,12345672398,Gustavo,PACIENTE REFERE DOR EM REGIÃO EM ARCOS COSTAIS E EM MAO ESQUERDA HA 2 DIAS APOS TRAUMA SOLICITO RX ARCOS COSTAIS A DIREITA E MAO ESQUERDA ,RX
2400,2020-02-25,1100002400,12345672400,João,SOLICITO - HEMOGRAMA COMPLETO - SOROLOGIA PARA DENGUE IGG E IGM COLETAR EM 07/03 ,HEMOGRAMA
2403,2020-08-17,1100002403,12345672403,Ana,"AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO  GRATA,    ",HEMOGRAMA
2404,2020-11-14,1100002404,12345672404,Pedro,"SOLICITO, PARA COMPLEMENTAÇÃO DIAGNÓSTICA E CONDUTA ADEQUADA, EXAME DE RESSONÂNCIA MAGNÉTICA DAS ATMS PACIENTE APRESENTA DOR EM FACE, ATMS E RUÍDOS ARTICULARES BILATERAIS CID K07.6 CÓD 41101103 GRATA ",RESSONÂNCIA MAGNÉTICA
2410,2020-10-29,1100002410,12345672410,Fernando,SOLICITO PARA PACIENTE ACIMA TOMOGRAFIA COMPUTADORIZADA DE TÓRAX HD: DOR EM HEMITÓRAX DIREITO. FRATURA DE ARCOS COSTAIS À DIREITA? CID: S22 ,TOMOGRAFIA COMPUTADORIZADA
2411,2020-12-30,1100002411,12345672411,Cristina,SOLICITO RX DOS PES BILATERAL AP + P COM CARGA  ,RX
